"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"SON","Sonoco Products Company","52.85","$5.28B","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/son",
"SONS","Sonus Networks, Inc.","6.19","$306.01M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sons",
"SNE","Sony Corp Ord","29.99","$37.87B","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/sne",
"SPHS","Sophiris Bio, Inc.","2.92","$87.91M","2013","n/a","n/a","http://www.nasdaq.com/symbol/sphs",
"SORL","SORL Auto Parts, Inc.","4.07","$78.57M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/sorl",
"SRNE","Sorrento Therapeutics, Inc.","6.55","$379.51M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/srne",
"BID","Sotheby&#39;s","37.87","$2.01B","1988","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/bid",
"SOHO","Sotherly Hotels Inc.","5.09","$76.09M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/soho",
"SOHOB","Sotherly Hotels Inc.","24.6899","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sohob",
"SOHOM","Sotherly Hotels LP","25.55","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/sohom",
"SFBC","Sound Financial Bancorp, Inc.","25.5","$63.72M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sfbc",
"SOR","Source Capital, Inc.","35.78","$309.68M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sor",
"SJI","South Jersey Industries, Inc.","31","$2.46B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/sji",
"SSB","South State Corporation","84.95","$2.06B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ssb",
"SXE","Southcross Energy Partners, L.P.","1.36","$89.82M","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/sxe",
"SCE^B","Southern California Edison Company","22.77","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^b",
"SCE^C","Southern California Edison Company","22.97","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^c",
"SCE^D","Southern California Edison Company","23.6267","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^d",
"SCE^E","Southern California Edison Company","24.01","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^e",
"SCE^F","Southern California Edison Company","23.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^f",
"SCE^G","Southern California Edison Company","22.69","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^g",
"SCE^H","Southern California Edison Company","25.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^h",
"SCE^J","Southern California Edison Company","25.13","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^j",
"SCE^K","Southern California Edison Company","25.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^k",
"SO","Southern Company (The)","47.63","$46.68B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/so",
"SOJA","Southern Company (The)","25.16","n/a","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/soja",
"SOJB","Southern Company (The)","22","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/sojb",
"SCCO","Southern Copper Corporation","33.12","$25.6B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/scco",
"SFST","Southern First Bancshares, Inc.","32","$204.25M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sfst",
"SMBC","Southern Missouri Bancorp, Inc.","28","$208.22M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/smbc",
"SONA","Southern National Bancorp of Virginia, Inc.","13.31","$163.2M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sona",
"SBSI","Southside Bancshares, Inc.","38.01","$999.13M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbsi",
"LUV","Southwest Airlines Company","45.35","$27.92B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/luv",
"OKSB","Southwest Bancorp, Inc.","21.65","$404.5M","1993","Finance","Major Banks","http://www.nasdaq.com/symbol/oksb",
"SWX","Southwest Gas Corporation","72.33","$3.43B","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/swx",
"SGB","Southwest Georgia Financial Corporation","16.9755","$43.25M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sgb",
"SWN","Southwestern Energy Company","10.75","$5.33B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/swn",
"SWNC","Southwestern Energy Company","26.12","n/a","2015","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/swnc",
"SP","SP Plus Corporation","26.25","$586.86M","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/sp",
"SPAN","Span-America Medical Systems, Inc.","18.02","$49.66M","1983","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/span",
"SBSA","Spanish Broadcasting System, Inc.","3.1","$20.17M","1999","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/sbsa",
"SGRP","SPAR Group, Inc.","0.9999","$20.62M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/sgrp",
"SPKE","Spark Energy, Inc.","26","$434.75M","2014","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/spke",
"LOV","Spark Networks, Inc.","1.14","$36.34M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lov",
"ONCE","Spark Therapeutics, Inc.","62.65","$1.93B","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/once",
"SPAR","Spartan Motors, Inc.","8.15","$280.39M","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/spar",
"SPTN","SpartanNash Company","n/a","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/sptn",
"SPA","Sparton Corporation","23.27","$228.48M","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/spa",
"DWFI","SPDR Dorsey Wright Fixed Income Allocation ETF","23.71","$16M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwfi",
"STN","SPDR MSCI Europe Energy UCITS ETF","25.4","$2.89B","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/stn",
"SPE","Special Opportunities Fund Inc.","13.82","$133.63M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/spe",
"SPE^B","Special Opportunities Fund Inc.","25.22","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/spe^b",
"SE","Spectra Energy Corp","38.88","$27.27B","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/se",
"SEP","Spectra Energy Partners, LP","41.36","$12.65B","2007","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/sep",
"SPB           ","Spectrum Brands Holdings, Inc.","129.59","$7.7B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/spb",
"SPPI","Spectrum Pharmaceuticals, Inc.","4.78","$383.44M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sppi",
"TRK","Speedway Motorsports, Inc.","19.56","$803.5M","1995","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/trk",
"ANY","Sphere 3D Corp.","0.6719","$34.28M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/any",
"SPEX","Spherix Incorporated","1.07","$5.16M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/spex",
"SPI","SPI Energy Co., Ltd.","1.84","$117.59M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spi",
"SR","Spire Inc.","62.8","$2.87B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/sr",
"SPR","Spirit Aerosystems Holdings, Inc.","55.73","$6.78B","2006","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/spr",
"SAVE","Spirit Airlines, Inc.","53.4","$3.7B","2011","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/save",
"SRC","Spirit Realty Capital, Inc.","10.63","$5.14B","2013","Consumer Services","Building operators","http://www.nasdaq.com/symbol/src",
"SPLK","Splunk Inc.","58.81","$7.91B","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/splk",
"SPOK","Spok Holdings, Inc.","18.3","$375.85M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/spok",
"SPWH","Sportsman&#39;s Warehouse Holdings, Inc.","n/a","n/a","2014","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/spwh",
"SRLP","Sprague Resources LP","23.85","$508.33M","2013","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/srlp",
"SBPH","Spring Bank Pharmaceuticals, Inc.","8.425","$65.45M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sbph",
"S","Sprint Corporation","7.5","$29.86B","2013","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/s",
"FUND","Sprott Focus Trust, Inc.","6.76","$162.25M","n/a","Consumer Services","Miscellaneous","http://www.nasdaq.com/symbol/fund",
"SFM","Sprouts Farmers Market, Inc.","22.295","$3.17B","2013","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/sfm",
"SPSC","SPS Commerce, Inc.","65.12","$1.11B","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/spsc",
"SPXC","SPX Corporation","n/a","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/spxc",
"FLOW","SPX FLOW, Inc.","30.34","$1.27B","2015","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/flow",
"SQ","Square, Inc.","12.35","$4.35B","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sq",
"SSNC","SS&C Technologies Holdings, Inc.","31.14","$6.32B","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ssnc",
"JOE","St. Joe Company (The)","19","$1.41B","n/a","Consumer Services","Homebuilding","http://www.nasdaq.com/symbol/joe",
"STJ","St. Jude Medical, Inc.","78.47","$22.42B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/stj",
"STAA","STAAR Surgical Company","10.4","$422.33M","n/a","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/staa",
"STAF","Staffing 360 Solutions, Inc.","0.8496","$8.41M","1996","Technology","Professional Services","http://www.nasdaq.com/symbol/staf",
"STAG","Stag Industrial, Inc.","22.28","$1.68B","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/stag",
"STAG^B","Stag Industrial, Inc.","24.82","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stag^b",
"STAG^C","Stag Industrial, Inc.","26.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stag^c",
"SSI","Stage Stores, Inc.","5.57","$151.25M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/ssi",
"STMP","Stamps.com Inc.","103.9","$1.77B","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/stmp",
"SMP","Standard Motor Products, Inc.","50.13","$1.14B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/smp",
"SXI","Standex International Corporation","90","$1.15B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sxi",
"SWH","Stanley Black & Decker, Inc.","127.95","$20B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/swh",
"SWJ","Stanley Black & Decker, Inc.","24.6","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/swj",
"SWK","Stanley Black & Decker, Inc.","121.89","$18.37B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/swk",
"STLY","Stanley Furniture Company, Inc.","1.02","$15.03M","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/stly",
"SPLS","Staples, Inc.","8.9","$5.79B","1989","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/spls",
"SBLK","Star Bulk Carriers Corp.","5.16","$226.81M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblk",
"SBLKL","Star Bulk Carriers Corp.","21","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblkl",
"SGU","Star Gas Partners, L.P.","9.6","$549M","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/sgu",
"SBUX","Starbucks Corporation","54.22","$79.19B","1992","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/sbux",
"SRT","StarTek, Inc.","8.95","$140.93M","1997","Technology","Professional Services","http://www.nasdaq.com/symbol/srt",
"STWD","STARWOOD PROPERTY TRUST, INC.","21.3","$5.08B","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/stwd",
"STRZA","Starz","33.87","$3.3B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/strza",
"STRZB","Starz","35.91","$3.5B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/strzb",
"STFC","State Auto Financial Corporation","24.99","$1.04B","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/stfc",
"STBZ","State Bank Financial Corporation.","25.14","$927.32M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stbz",
"SNC","State National Companies, Inc.","13","$545.02M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/snc",
"STT","State Street Corporation","78.51","$30.28B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stt",
"STT^C","State Street Corporation","23.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^c",
"STT^D","State Street Corporation","25.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^d",
"STT^E","State Street Corporation","25.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^e",
"STT^G","State Street Corporation","24.97","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^g",
"STO","Statoil ASA","15.86","$50.57B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/sto",
"STDY","SteadyMed Ltd.","3.85","$77.54M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/stdy",
"GASS","StealthGas, Inc.","3.37","$136.54M","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/gass",
"STLD","Steel Dynamics, Inc.","33.16","$8.08B","1996","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/stld",
"SPLP","Steel Partners Holdings LP","13.8","$360.91M","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/splp",
"SCS","Steelcase Inc.","15.4","$1.82B","1998","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/scs",
"SMRT","Stein Mart, Inc.","6.8","$318.93M","1992","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/smrt",
"STLR","Stellar Acquisition III Inc.","9.88","$89.02M","2016","Finance","Business Services","http://www.nasdaq.com/symbol/stlr",
"STLRU","Stellar Acquisition III Inc.","10.0207","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/stlru",
"STLRW","Stellar Acquisition III Inc.","0.18","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/stlrw",
"SBOT","Stellar Biotechnologies, Inc.","2.0301","$20.58M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sbot",
"SCM","Stellus Capital Investment Corporation","11.47","$143.15M","2012","n/a","n/a","http://www.nasdaq.com/symbol/scm",
"SCQ","Stellus Capital Investment Corporation","25.54","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/scq",
"STEM","StemCells, Inc.","1.13","$18.37M","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/stem",
"STML","Stemline Therapeutics, Inc.","12.6","$241.4M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/stml",
"SCL","Stepan Company","78.1","$1.75B","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/scl",
"SRCL","Stericycle, Inc.","74.89","$6.37B","1996","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/srcl",
"SRCLP","Stericycle, Inc.","63.44","n/a","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/srclp",
"STE","STERIS plc","65.35","$5.57B","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ste",
"STL","Sterling Bancorp","22.5","$2.94B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stl",
"STRL","Sterling Construction Company Inc","7.75","$193.77M","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/strl",
"SHOO","Steven Madden, Ltd.","39.8","$2.41B","1993","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/shoo",
"SSFN","Stewardship Financial Corp","8.055","$49.25M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ssfn",
"STC","Stewart Information Services Corporation","45.03","$1.05B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/stc",
"SF","Stifel Financial Corporation","47.57","$3.15B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sf",
"SF^A","Stifel Financial Corporation","24.8999","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sf^a",
"SWC","Stillwater Mining Company","15.04","$1.82B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/swc",
"STM","STMicroelectronics N.V.","9.12","$8.06B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/stm",
